,HAA gross,HAA net 5bp,HAA net 10bp,HAA MOC comparison 5bp,SPY,60 SPY 40 IEF
2008-05-30,1.0,1.0,1.0,0.9995,1.0,1.0
2008-06-02,0.9951713976668627,0.9946738119680293,0.9941762262691958,0.9971515307191174,0.9928523355615334,0.9956027688557537
2008-06-03,0.9876443557508606,0.9871505335729852,0.9866567113951097,0.9896588615298156,0.9870625546633395,0.9942308741710632
2008-06-04,0.9821836980535815,0.9816926062045548,0.9812015143555278,0.9842113368807527,0.9865622135997816,0.992468606182309
2008-06-05,1.0034495900975438,1.002947865302495,1.002446140507446,1.0054769192499269,1.0062904379533444,1.002203675482415
2008-06-06,0.9925339573926739,0.9920376904139777,0.991541423435281,0.9945064789819227,0.9741962815407785,0.9864200433969204
2008-06-09,0.987976818142449,0.9874828297333778,0.9869888413243062,0.9899060288380221,0.9765546285657427,0.9849559699210911
2008-06-10,0.9800474951659272,0.9795574714183442,0.9790674476707609,0.9819788561857091,0.971694423470413,0.9796639396480398
2008-06-11,0.9828475454101118,0.9823561216374068,0.9818646978647014,0.9847435960852662,0.9573983862340064,0.9714978007629291
2008-06-12,0.9843536294832886,0.9838614526685471,0.9833692758538051,0.9862514924805201,0.9610435209614319,0.9702119655662427
2008-06-13,0.9884877036765254,0.9879934598246872,0.9874992159728486,0.9904069566521215,0.9731952939085106,0.9765892126048044
2008-06-16,0.9922506798156902,0.9917545544757824,0.9912584291358741,0.9941891152081719,0.9737670468014726,0.9769784490440477
2008-06-17,0.9898883297253169,0.9893933855604543,0.9888984413955912,0.9917820583902632,0.96905012362268,0.9754730254766736
2008-06-18,0.990307405117058,0.9898122514144994,0.9893170977119405,0.9921808626688536,0.9596144442341795,0.9719591794191992
2008-06-19,0.9882210352675421,0.9877269247499082,0.9872328142322742,0.9901324405494342,0.9608292090969315,0.970403415105991
2008-06-20,0.9781974545728196,0.9777083558455331,0.9772192571182464,0.9800881249310748,0.9452335529416575,0.9628734649233586
2008-06-23,0.9748840201956755,0.9743965781855776,0.9739091361754795,0.976733996629191,0.9442997000666579,0.9621303952795315
2008-06-24,0.9753957255933572,0.9749080277305604,0.9744203298677634,0.977254617664289,0.9424319943166588,0.9631116642771124
2008-06-25,0.9825777905344185,0.9820865016391512,0.9815952127438836,0.9844556097858512,0.9468857248065459,0.9657385319340319
2008-06-26,0.9773505514894105,0.9768618762136657,0.9763732009379207,0.9791807176338468,0.9211681483138981,0.9525469672768055
2008-06-27,0.9797295240453879,0.9792396592833652,0.9787497945213421,0.9815511002263719,0.916139227998083,0.9514940659819849
2008-06-30,0.9769097912574483,0.9764213363618195,0.9759328814661905,0.9782604996933717,0.9193723890273201,0.9537082758588334
2008-07-01,0.9661832014412071,0.9652269371180748,0.9642711462043696,0.980668340032056,0.922245435858011,0.9548159164716307
2008-07-02,0.9732510799701817,0.9722878203276655,0.971325037557688,0.987866408772791,0.9064412724361344,0.9458224617203442
2008-07-03,0.9727861814740822,0.9718233819573942,0.9708610590854543,0.9873930030984542,0.9073754308162865,0.9465369139510864
2008-07-07,0.9727753317286333,0.9718125429503067,0.9708502308114121,0.9873556276944944,0.8981086194008476,0.9425013075871905
2008-07-08,0.9666767301330862,0.9657199773478489,0.964763698213857,0.9811108615069333,0.9140562938681258,0.9534381112731988
2008-07-09,0.969904568523679,0.9689446210371788,0.9679851487834971,0.9843792656657842,0.8964559129019424,0.9442256291389374
2008-07-10,0.9764638347129285,0.975497395297948,0.9745314343296881,0.9910737755058563,0.9001199889488246,0.9466499233501668
2008-07-11,0.9717789497271683,0.9708171471019427,0.9698558206279427,0.9863509849626838,0.8896316151809898,0.9365018969441102
2008-07-14,0.9765963342985247,0.975629763744205,0.9746636717015279,0.9912341537290549,0.8815859842365058,0.933489079922058
2008-07-15,0.9704703341603775,0.9695098267164151,0.9685497947824842,0.9849648458489006,0.8691579582552509,0.9270847367869935
2008-07-16,0.957970878464404,0.9570227421561875,0.9560750752335326,0.972268416465471,0.8904936743451444,0.9369552820001904
2008-07-17,0.9489147972688663,0.9479756240717262,0.9470369158228586,0.9630511823595035,0.8994014408300711,0.9407233041558585
2008-07-18,0.9424659883509497,0.9415331977589777,0.9406008689554978,0.9564877316082045,0.9050045580800684,0.9429390891274807
2008-07-21,0.9472130822781373,0.9462755933261086,0.9453385684885479,0.9613189218390649,0.9055077250662871,0.9441169824459736
2008-07-22,0.939406223080504,0.9384764608421206,0.9375471588930087,0.9533706141490274,0.9157803358201466,0.9492573818702816
2008-07-23,0.9331345008618622,0.9322109459599274,0.931287848274252,0.9469777292974636,0.9207372332962526,0.9517585394761677
2008-07-24,0.9397319121083908,0.9388018275245169,0.9378722033894954,0.9536629577171429,0.9016283442631586,0.9430237649604362
2008-07-25,0.9318105899672753,0.9308883453849086,0.9299665573701132,0.945614562453316,0.901412963130624,0.9406895488221784
2008-07-28,0.9380181705437466,0.9370897821080927,0.9361618532815938,0.9519140260379398,0.8881949008249236,0.9345667216750572
2008-07-29,0.9332110226824208,0.9322873920442416,0.9313642186598161,0.9470243135433533,0.9071599733074637,0.945367368818217
2008-07-30,0.9386103037120412,0.9376813292220836,0.9367528146314138,0.952526281347021,0.9233234107887169,0.9562242712355066
2008-07-31,0.9430049773294867,0.94207165328182,0.9411387912867387,0.9569465440058117,0.9111109186925728,0.9515933207929504
2008-08-01,0.9415950698017114,0.9406400031910492,0.939685443765748,0.9550503040176094,0.906297914143309,0.9487802466745309
2008-08-04,0.9329030428232757,0.9319567925977161,0.9310110448756017,0.9463574994342603,0.8978926272580078,0.9432647424678127
2008-08-05,0.9271560396251333,0.9262156186260023,0.9252756970347226,0.940531970703729,0.9221021539414738,0.9564487207471761
2008-08-06,0.9239319954471059,0.9229948446190331,0.9220581914621966,0.9372976558681924,0.9261966103719843,0.9591386022179335
2008-08-07,0.9333242624429294,0.9323775849712985,0.9314314102300003,0.9468479676028637,0.9124038164980847,0.9540725142839531
2008-08-08,0.9274047414145098,0.9264640681553761,0.9255238944380552,0.9409497047663066,0.929357519432648,0.9644989593820356
2008-08-11,0.9226149213251914,0.9216791064148162,0.9207437884662418,0.936070705201282,0.9389837576600399,0.9686518063809736
2008-08-12,0.9261502489079595,0.9252108480895435,0.9242719461372143,0.9397172587109686,0.9292137792583822,0.9651899001353805
2008-08-13,0.9316138560827872,0.9306689134885551,0.9297244727033537,0.9451296829960625,0.923610738384673,0.9608621114485468
2008-08-14,0.9326111008093533,0.9316651467026658,0.9307196949421698,0.9461891324795129,0.9305790054087557,0.966390832471246
2008-08-15,0.9333985904297347,0.9324518375666955,0.9315055874740252,0.9470578629673871,0.9351043768569114,0.9706517767947479
2008-08-18,0.9367670797722107,0.9358169102263505,0.9348672452652786,0.9504656556329455,0.9223174586977205,0.9636113090740325
2008-08-19,0.9385917342836524,0.937639713977677,0.9366881992393307,0.9522514628943092,0.9122603054526836,0.9567597310926563
2008-08-20,0.9424250472991664,0.9414691388363954,0.9405137380060479,0.9561217600792861,0.9164986548100362,0.9605375664076354
2008-08-21,0.9507075853174497,0.9497432758171558,0.9487794784106319,0.9643556130796632,0.9180791093403681,0.9607014521671735
2008-08-22,0.9411572100561183,0.9402025875697266,0.9392484720328442,0.9547910160728612,0.9313686598517609,0.967882219913753
2008-08-25,0.94538505210243,0.9444261412856264,0.9434677396956375,0.9591307294332573,0.9124759157140826,0.9586301070959613
2008-08-26,0.945869191963267,0.9449097900799416,0.9439508976842101,0.9596218094313806,0.9151340396699679,0.9604220466793092
2008-08-27,0.9491094707951173,0.9481467822738083,0.947184604985453,0.9628795265611303,0.9240415770260302,0.9665554033637532
2008-08-28,0.943932235942389,0.9429747987274026,0.9420178699566789,0.957698202369346,0.9352480406548894,0.9729976506186298
2008-08-29,0.9414364361862189,0.9404815304787675,0.9395271318712288,0.9549174735314128,0.9251911929150048,0.9662327415754245
2008-09-02,0.9352293260433239,0.9340290058242948,0.9328297002321375,0.9521775398626818,0.9194438772330128,0.9647824162885814
2008-09-03,0.9363823995537052,0.935180599422306,0.9339798151687437,0.9534308410121886,0.918653688155991,0.9652513610068864
2008-09-04,0.928895251733649,0.9277030609832445,0.9265118779878976,0.9457592625941798,0.8909967649550756,0.9499682079935269
2008-09-05,0.9253742282884657,0.924186556596131,0.9229998888389084,0.9422380745622211,0.8937983999563625,0.9508418549104807
2008-09-08,0.9284864871333351,0.9272948210119184,0.9261041622020919,0.9454948580122111,0.9122603054526839,0.9623996880715149
2008-09-09,0.9183956974756822,0.9172169823797677,0.9160392636479827,0.9354030208472706,0.8851777319385269,0.9473001898075795
2008-09-10,0.9186618408942745,0.9174827842165494,0.916304724191692,0.9357044062571623,0.8887693268879711,0.9485358881176089
2008-09-11,0.9176464827557032,0.9164687292395336,0.9152919712746732,0.9347685502086216,0.9016283442631592,0.9558563825259769
2008-09-12,0.91587422906314,0.9146987501462384,0.9135242648579345,0.9329174865970775,0.9057948999096671,0.9564887501932835
2008-09-15,0.909344835909699,0.9081777371434212,0.9070116249220265,0.9263845803073167,0.8626925527122347,0.9371222080996119
2008-09-16,0.9104679922792244,0.9092994519977355,0.9081318994796377,0.9278318578618179,0.877131642736314,0.9449912452202585
2008-09-17,0.9101653121355081,0.9089971603288951,0.9078299959572966,0.9270716067439094,0.8376934479620519,0.923977901748467
2008-09-18,0.916519270752644,0.9153429639568893,0.9141676514895354,0.9338070408628085,0.8625489652905451,0.9347607996923037
2008-09-19,0.9215775501578725,0.9203947513126551,0.9192129522835474,0.9388978857148981,0.8968041887758281,0.9490465981791677
2008-09-22,0.9192655484053386,0.9180857168991179,0.9169068827007245,0.936029733707613,0.8765013092303541,0.9355538007410029
2008-09-23,0.913141259870819,0.9119692885836381,0.9107983079600662,0.9297954564877563,0.8565593076463076,0.9231165437056418
2008-09-24,0.9101074062199388,0.9089393287326819,0.9077722386176175,0.9267101119141039,0.859304882452105,0.9258338508222186
2008-09-25,0.9139688786946076,0.912795845199923,0.911623803266728,0.9305239971353508,0.8727439013593737,0.9330355794058991
2008-09-26,0.9138332557922025,0.9126603963627523,0.911488528347655,0.9305128478276122,0.8731770312893748,0.9330435115710868
2008-09-29,0.8926015398022698,0.8914559302218968,0.8903112890216659,0.9090035015554282,0.8047538824161443,0.8957881103696512
2008-09-30,0.8986446959190985,0.8974913302490994,0.8963389395154403,0.9144570328536188,0.8380624218100217,0.9113623435529952
2008-10-01,0.8999385075112423,0.8981185348357191,0.8963012461002859,0.9209033803277039,0.8385682619663251,0.9145321118919758
2008-10-02,0.9049792330399015,0.9031490663537315,0.901321598640907,0.9260615340681008,0.8081494958102399,0.8966281744951109
2008-10-03,0.9084058444172729,0.906568747991988,0.9047343607594355,0.9295679714237124,0.7972396776844884,0.8908627698873821
2008-10-06,0.9157644449544002,0.9139124670102162,0.9120632202047562,0.9370979971449833,0.7566336130883881,0.8672179402979665
2008-10-07,0.9150589713526026,0.913208420108874,0.9113605978998937,0.936376088904359,0.7227465996881931,0.8447113899270622
2008-10-08,0.9033655913698876,0.9015386879997364,0.8997144787904714,0.9244103011714632,0.7045386453499133,0.8280337048714822
2008-10-09,0.8942938918546318,0.8924853344549003,0.8906794441609864,0.9151272682984511,0.6553346728698408,0.792093354694831
2008-10-10,0.883810831714666,0.8820234745223392,0.8802387531715766,0.9043999958920612,0.6394386669614845,0.777422107305808
2008-10-13,0.8777627761104723,0.8759876500826614,0.8742151418589392,0.8982110454206398,0.7322837831636223,0.8358526240691194
2008-10-14,0.8736303958305071,0.8718636268394622,0.8700994633282627,0.8939823976443116,0.7214461406301562,0.8270716126199871
2008-10-15,0.8807862428410567,0.8790050023656595,0.8772263887114157,0.901304946514175,0.6504214626305469,0.7833982665572163
2008-10-16,0.8809879332847685,0.8792062849247289,0.8774272639873558,0.9015113355172502,0.6775163327270932,0.8012468781589546
2008-10-17,0.8865323829113542,0.884739521844294,0.8829493047354421,0.9071849480591778,0.6734700697343944,0.8008402608609272
2008-10-20,0.8874393107162271,0.8856446155418253,0.8838525670304166,0.9081130035588033,0.7139314776407715,0.8277394609163454
2008-10-21,0.8968141660287224,0.8950005118028262,0.8931895321991112,0.917706254514622,0.6926168414064025,0.8175615706054918
2008-10-22,0.9036676840842615,0.90184016978294,0.9000153505434538,0.9247194314059374,0.6549010083058229,0.795607287460627
