signal_date,date,execution,traded_notional,equity_at_entry,SPY,IWM,EFA,EEM,VNQ,PDBC,IEF,TLT,TIP,SGOV,BIL
2018-02-28,2018-03-01,next-session open,0.01317358054034179,1.2052638636286066,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-03-29,2018-04-02,next-session open,0.018546760006985907,1.1889536118449657,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-04-30,2018-05-01,next-session open,0.008252549937458775,1.1867648373481072,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-05-31,2018-06-01,next-session open,0.01265546804064932,1.2123798544915079,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-06-29,2018-07-02,next-session open,0.006564866510892442,1.2114830490956257,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-07-31,2018-08-01,next-session open,0.02537759354158675,1.2394222383005198,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-08-31,2018-09-04,next-session open,0.008215934217291498,1.2671891921115896,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-09-28,2018-10-01,next-session open,0.011674315637341004,1.2705270160849083,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-10-31,2018-11-01,next-session open,0.03395682832842706,1.2157002888615687,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-11-30,2018-12-03,next-session open,0.008944599719880986,1.245264974031416,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-12-31,2019-01-02,next-session open,0.07526499163702888,1.172769905345902,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-01-31,2019-02-01,next-session open,0.042830498891143765,1.243592281639523,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-02-28,2019-03-01,next-session open,0.0203020480361778,1.2694706879278153,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-03-29,2019-04-01,next-session open,0.002434679690075159,1.297060632787096,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-04-30,2019-05-01,next-session open,0.017389214277552356,1.323519964167522,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-05-31,2019-06-03,next-session open,0.04831078659205201,1.288185200399163,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-06-28,2019-07-01,next-session open,0.03300565668423466,1.357565335889211,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-07-31,2019-08-01,next-session open,0.0005503757190491454,1.361150769144659,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-08-30,2019-09-03,next-session open,0.029787491693633594,1.3628064199545795,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-09-30,2019-10-01,next-session open,0.021712623156411148,1.3779353105574952,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-10-31,2019-11-01,next-session open,0.009288394535751587,1.4003189058789092,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-11-29,2019-12-02,next-session open,0.019849765895352922,1.4212040137718653,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2019-12-31,2020-01-02,next-session open,0.015866407506971436,1.4496447720197694,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-01-31,2020-02-03,next-session open,0.013461231849916766,1.4652203954359635,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-02-28,2020-03-02,next-session open,0.05637967934466209,1.4178793444088482,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-03-31,2020-04-01,next-session open,0.10653839043023833,1.3014713774675666,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-04-30,2020-05-01,next-session open,0.06707731858015192,1.4180726522525893,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-05-29,2020-06-01,next-session open,0.029849815795754853,1.4724298101537365,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-06-30,2020-07-01,next-session open,0.011317874587839893,1.4937941792290608,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-07-31,2020-08-03,next-session open,0.023817062055168536,1.553419543852543,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-08-31,2020-09-01,next-session open,0.034772215060784206,1.6103000111413084,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-09-30,2020-10-01,next-session open,0.016436034473072292,1.5805835645751687,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-10-30,2020-11-02,next-session open,0.0063554813347070915,1.5537497765933435,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-11-30,2020-12-01,next-session open,0.04944364733118334,1.6520702926902893,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2020-12-31,2021-01-04,next-session open,0.015481018813235159,1.6816095899792254,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-01-29,2021-02-01,next-session open,0.00211804241336383,1.6715330528706627,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-02-26,2021-03-01,next-session open,0.027271401088932612,1.686277502133603,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-03-31,2021-04-01,next-session open,0.026295475696858084,1.7105000101830172,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-04-30,2021-05-03,next-session open,0.021113502977602283,1.7696359663151453,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-05-28,2021-06-01,next-session open,0.0022796030853177718,1.7795017484030518,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-06-30,2021-07-01,next-session open,0.0033722476367029075,1.806859519686699,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-07-30,2021-08-02,next-session open,0.002312559649171486,1.8516128612757143,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-08-31,2021-09-01,next-session open,0.01509039220202718,1.8793499926017496,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-09-30,2021-10-01,next-session open,0.014492356631827463,1.8174040027654907,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-10-29,2021-11-01,next-session open,0.03573467375914563,1.8848791685217505,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-11-30,2021-12-01,next-session open,0.0034893374450170045,1.895876076889297,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2021-12-31,2022-01-03,next-session open,0.02004911960593203,1.9306776615727923,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-01-31,2022-02-01,next-session open,0.019160681737326324,1.8564521044884836,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-02-28,2022-03-01,next-session open,0.01787679149863669,1.8191110547879776,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-03-31,2022-04-01,next-session open,0.04776530262051465,1.8285650655299852,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-04-29,2022-05-02,next-session open,0.027355385932167853,1.7009636696569013,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-05-31,2022-06-01,next-session open,0.002237186299396954,1.716959335130947,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-06-30,2022-07-01,next-session open,0.04520373972538383,1.6251975085424963,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-07-29,2022-08-01,next-session open,0.028822941942066582,1.724408978714544,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-08-31,2022-09-01,next-session open,0.003990862782731475,1.6503870966406855,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-09-30,2022-10-03,next-session open,0.023161827864603357,1.5529523133604735,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-10-31,2022-11-01,next-session open,0.044487709718718016,1.6179165236941684,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-11-30,2022-12-01,next-session open,0.008258792341415633,1.6835817266147906,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2022-12-30,2023-01-03,next-session open,0.024995202685575202,1.6241663627607608,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2023-01-31,2023-02-01,next-session open,0.013070248002502671,1.693767150428823,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2023-02-28,2023-03-01,next-session open,0.007312344141073512,1.6427869249743854,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2023-03-31,2023-04-03,next-session open,0.0012456626295235251,1.706878805578519,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
